latitude,longitude,date,Mean_estimated_fire_brightness,Mean_confidence,Temperature,Precipitation,WindSpeed,SoilWaterContent,SolarRadiation,RelativeHumidity
-35.5034,141.092,2012-10-19,320.5,61,20.1,0.0,25.2,0.059,27.12,42
-35.492,141.0903,2012-10-19,379.7,100,20.1,0.0,25.2,0.059,27.12,42
-35.484,141.0524,2012-10-19,341.5,70,20.0,0.0,25.2,0.059,27.12,42
-34.8495,145.787,2012-10-19,338.7,86,23.1,0.0,20.1,0.14,26.02,41
-34.851,145.7759,2012-10-19,330.3,75,22.9,0.0,20.1,0.14,26.02,42
-35.575,141.0544,2012-10-19,326.3,68,19.9,0.0,25.2,0.042,27.12,42
-35.566,141.0456,2012-10-19,323.5,39,19.7,0.0,25.2,0.044,27.12,43
-35.5298,141.059,2012-10-19,336.8,68,20.0,0.0,25.2,0.059,27.12,42
-31.549,152.0853,2012-10-19,326.0,78,20.1,0.0,11.6,0.242,22.83,57
-33.671,151.1098,2012-10-19,318.9,73,19.5,0.0,11.7,0.217,25.1,65
-33.6738,151.0947,2012-10-19,324.3,79,19.7,0.0,11.7,0.217,25.1,65
-32.7247,150.7586,2012-10-19,321.4,62,20.8,0.0,15.2,0.218,20.64,54
-31.7402,151.9937,2012-10-19,322.8,63,19.9,0.0,11.6,0.221,22.83,54
-31.7438,151.9753,2012-10-19,323.7,65,19.6,0.0,15.4,0.228,23.61,56
-32.6509,146.3227,2012-10-19,331.0,73,25.7,0.2,29.8,0.128,25.37,24
-32.6524,146.312,2012-10-19,340.1,85,25.7,0.2,29.8,0.128,25.37,24
-31.5455,152.1033,2012-10-19,347.0,93,20.3,0.0,11.6,0.242,22.83,57
-29.0044,152.2862,2012-10-19,321.5,66,19.1,2.0,13.9,0.287,26.22,62
-29.5245,152.6062,2012-10-19,317.5,48,21.7,0.5,11.5,0.293,25.3,69
-29.0152,152.2941,2012-10-19,321.1,58,18.9,2.0,13.9,0.287,26.22,62
-29.7496,151.9461,2012-10-19,328.4,81,17.8,1.2,14.7,0.282,25.65,67
-29.7375,151.9431,2012-10-19,327.2,80,17.5,2.2,14.7,0.282,26.2,67
-29.7422,151.9586,2012-10-19,327.9,65,17.3,2.2,14.7,0.364,26.2,66
-29.7462,151.938,2012-10-19,325.6,73,17.5,2.2,14.7,0.282,26.2,67
-29.539,152.5922,2012-10-19,327.1,65,21.8,0.5,11.5,0.293,25.3,69
-30.8767,152.2868,2012-10-19,364.9,100,17.5,0.0,17.9,0.244,22.74,58
-30.8791,152.2497,2012-10-19,354.5,100,17.4,0.0,17.9,0.244,22.74,58
-30.8816,152.2107,2012-10-19,325.9,100,17.6,0.0,17.9,0.244,22.74,58
-30.8739,152.2035,2012-10-19,312.1,60,17.6,0.0,17.9,0.244,23.99,58
-30.8607,152.285,2012-10-19,331.5,100,17.5,0.0,17.9,0.244,23.99,58
-30.8631,152.2479,2012-10-19,306.3,39,17.5,0.0,17.9,0.244,23.99,58
-30.8685,152.2792,2012-10-19,345.9,100,17.4,0.0,17.9,0.244,23.99,58
-30.8712,152.2417,2012-10-19,323.5,100,17.7,0.2,16.6,0.244,23.95,58
-30.8526,152.2773,2012-10-19,316.7,94,17.6,0.2,16.6,0.244,23.95,58
-31.3795,146.7254,2012-10-19,305.2,63,24.9,0.0,20.4,0.12,23.32,26
-31.3899,146.7069,2012-10-19,302.7,51,24.9,0.0,20.4,0.12,23.32,26
-28.5218,143.7119,2012-10-19,329.1,100,31.3,0.0,26.8,0.024,23.86,16
-29.2309,145.8156,2012-10-19,309.7,78,29.0,0.8,22.3,0.039,22.12,21
-29.2174,145.8118,2012-10-19,306.7,19,29.0,0.8,22.3,0.039,22.12,21
-29.2009,145.7537,2012-10-19,347.4,100,29.0,0.8,22.3,0.039,22.12,21
-29.2062,145.7286,2012-10-19,332.9,100,29.0,0.8,22.3,0.07,22.12,21
-29.1875,145.75,2012-10-19,314.7,15,29.0,0.8,22.3,0.039,22.12,21
-29.1443,145.7846,2012-10-19,305.1,60,29.2,0.8,22.3,0.059,22.12,21
-29.1114,145.669,2012-10-19,300.1,13,29.2,0.0,21.8,0.062,22.78,21
-28.5419,143.7628,2012-10-19,321.2,100,31.5,0.0,26.8,0.024,23.86,16
-28.5457,143.7437,2012-10-19,324.9,94,31.4,0.0,26.8,0.024,23.86,16
-28.5494,143.7247,2012-10-19,322.4,100,31.4,0.0,26.8,0.024,23.86,16
-28.5531,143.7057,2012-10-19,306.4,60,31.4,0.0,26.8,0.025,23.86,16
-28.53,143.7597,2012-10-19,310.4,27,31.5,0.0,26.8,0.024,23.86,16
-28.5375,143.7216,2012-10-19,314.6,53,31.4,0.0,26.8,0.024,23.86,16
-28.5412,143.7026,2012-10-19,310.1,39,31.3,0.0,26.8,0.024,23.86,16
-28.5348,143.7755,2012-10-19,310.2,74,31.6,0.0,26.8,0.024,23.86,16
-28.5384,143.7563,2012-10-19,325.1,100,31.5,0.0,26.8,0.024,23.86,16
-28.542,143.7372,2012-10-19,325.3,100,31.4,0.0,26.8,0.024,23.86,16
-28.5456,143.7182,2012-10-19,323.2,100,31.4,0.0,26.8,0.024,23.86,16
-28.5492,143.6992,2012-10-19,301.6,41,31.3,0.0,26.8,0.024,23.86,16
-28.5265,143.7532,2012-10-19,311.7,83,31.4,0.0,26.8,0.024,23.86,16
-28.5301,143.7341,2012-10-19,311.9,17,31.4,0.0,26.8,0.024,23.86,16
-28.5337,143.715,2012-10-19,323.9,100,31.3,0.0,26.8,0.024,23.86,16
-28.5182,143.731,2012-10-19,334.1,100,31.3,0.0,26.8,0.024,23.86,16
-29.2256,145.8411,2012-10-19,303.0,13,29.0,0.8,22.3,0.039,22.12,21
-28.5026,143.747,2012-10-19,336.7,100,31.3,0.0,26.8,0.024,23.86,16
-28.5063,143.7278,2012-10-19,356.2,100,31.2,0.0,26.8,0.024,23.86,16
-28.5099,143.7088,2012-10-19,313.0,86,31.2,0.0,26.8,0.024,23.86,16
-28.4869,143.763,2012-10-19,308.0,34,31.4,0.0,26.8,0.024,23.86,16
-29.223,145.8188,2012-10-19,309.4,52,29.0,0.8,22.3,0.039,22.12,21
-28.4906,143.7438,2012-10-19,376.7,100,31.2,0.0,26.8,0.024,23.86,16
-28.4943,143.7247,2012-10-19,352.6,100,31.1,0.0,26.8,0.024,23.86,16
-28.4787,143.7406,2012-10-19,369.7,100,31.1,0.0,26.8,0.024,23.86,16
-28.4824,143.7217,2012-10-19,320.7,100,31.2,0.0,26.8,0.024,23.86,16
-28.6062,145.3968,2012-10-19,342.0,100,30.3,0.0,25.2,0.109,24.85,19
-28.6098,145.415,2012-10-19,328.8,100,30.2,0.0,25.2,0.109,24.85,19
-28.6132,145.4329,2012-10-19,313.5,35,30.2,0.0,25.2,0.109,24.85,19
-28.6167,145.4508,2012-10-19,318.4,97,30.5,0.0,25.2,0.105,24.85,19
-28.6201,145.4686,2012-10-19,312.5,65,30.5,0.0,25.2,0.105,24.85,19
-28.6179,145.3939,2012-10-19,304.9,41,30.3,0.0,25.2,0.109,24.85,19
-28.6214,145.412,2012-10-19,312.2,43,30.2,0.0,25.2,0.109,24.85,19
-28.6482,145.4243,2012-10-19,309.7,21,30.1,0.0,23.9,0.109,23.53,19
-28.6516,145.4423,2012-10-19,312.3,50,30.1,0.0,23.9,0.098,23.53,19
-28.6585,145.478,2012-10-19,315.1,66,30.2,0.0,23.9,0.046,23.53,19
-28.6618,145.4958,2012-10-19,309.8,10,30.2,0.0,23.9,0.046,23.53,19
-28.6633,145.4395,2012-10-19,312.0,31,30.0,0.0,23.9,0.098,23.53,19
-28.4603,143.7433,2012-10-19,309.5,78,31.1,0.0,26.8,0.024,23.86,16
-28.4652,143.7666,2012-10-19,305.7,45,31.2,0.0,26.8,0.024,23.86,16
-28.4735,143.7399,2012-10-19,329.8,100,31.1,0.0,26.8,0.024,23.86,16
-28.4782,143.7631,2012-10-19,312.9,49,31.3,0.0,26.8,0.024,23.86,16
-28.4817,143.7127,2012-10-19,367.3,100,31.4,0.0,26.8,0.024,23.86,16
-28.4865,143.7364,2012-10-19,357.7,100,31.2,0.0,26.8,0.024,23.86,16
-28.4913,143.7595,2012-10-19,319.8,45,31.4,0.0,26.8,0.024,23.86,16
-28.4948,143.7094,2012-10-19,354.5,100,31.1,0.0,26.8,0.024,23.86,16
-28.4996,143.7328,2012-10-19,355.6,100,31.2,0.0,26.8,0.024,23.86,16
-28.5043,143.7559,2012-10-19,320.8,38,31.4,0.0,26.8,0.024,23.86,16
-28.9488,146.0345,2012-10-19,303.0,44,29.7,0.0,22.0,0.041,23.39,20
-28.508,143.7059,2012-10-19,328.8,100,31.2,0.0,26.8,0.024,23.86,16
-28.5127,143.7292,2012-10-19,347.2,100,31.3,0.0,26.8,0.024,23.86,16
-28.5211,143.7023,2012-10-19,320.2,91,31.2,0.0,26.8,0.024,23.86,16
-28.5258,143.7256,2012-10-19,336.7,100,31.3,0.0,26.8,0.024,23.86,16
-28.5389,143.722,2012-10-19,320.7,27,31.4,0.0,26.8,0.024,23.86,16
-28.5091,143.725,2012-10-19,342.4,100,31.2,0.0,26.8,0.024,23.86,16
-28.5222,143.7214,2012-10-19,343.7,100,31.3,0.0,26.8,0.024,23.86,16
-28.5353,143.7179,2012-10-19,323.2,33,31.4,0.0,26.8,0.024,23.86,16
-28.5484,143.7143,2012-10-19,315.2,30,31.4,0.0,26.8,0.024,23.86,16
-28.5353,143.7179,2012-10-19,323.2,33,31.4,0.0,26.8,0.024,23.86,16
-28.5484,143.7143,2012-10-19,315.2,30,31.4,0.0,26.8,0.024,23.86,16
-29.1445,145.7787,2012-10-19,308.6,75,29.2,0.8,22.3,0.059,22.12,21
-29.1477,145.7954,2012-10-19,304.8,62,29.2,0.8,22.3,0.059,22.12,21
-29.1883,145.6974,2012-10-19,306.2,25,29.0,0.8,22.3,0.07,22.12,21
-29.2244,145.8287,2012-10-19,309.4,20,29.0,0.8,22.3,0.039,22.12,21
-29.2117,145.7726,2012-10-19,312.3,58,29.0,0.8,22.3,0.039,22.12,21
-29.2244,145.839,2012-10-19,310.1,12,29.0,0.8,22.3,0.039,22.12,21
-29.2356,145.8362,2012-10-19,310.1,63,29.0,0.8,22.3,0.039,22.12,21
-29.0,152.3032,2012-10-19,304.7,55,21.6,0.7,12.0,0.288,26.19,61
-29.009,152.3015,2012-10-19,308.3,74,20.6,1.1,12.3,0.354,26.12,63
-28.5945,145.3997,2012-10-19,329.0,100,30.3,0.0,25.2,0.109,24.85,19
-28.5981,145.4178,2012-10-19,335.3,100,30.3,0.0,25.2,0.109,24.85,19
-28.6016,145.4358,2012-10-19,327.9,100,30.2,0.0,25.2,0.109,24.85,19
-29.5194,152.6046,2012-10-19,305.0,54,21.8,0.5,11.5,0.293,25.3,69
-28.5899,145.4077,2012-10-19,317.3,95,30.3,0.0,25.2,0.109,24.85,19
-28.5933,145.4258,2012-10-19,323.0,100,30.2,0.0,25.2,0.109,24.85,19
-28.5967,145.4438,2012-10-19,306.6,69,30.2,0.0,25.2,0.109,24.85,19
-30.8975,152.2103,2012-10-19,308.1,68,17.8,0.0,17.9,0.244,22.74,58
-31.3804,146.7194,2012-10-19,303.8,57,24.9,0.0,20.4,0.12,23.32,26
-31.3828,146.7331,2012-10-19,306.0,66,25.0,0.0,20.4,0.12,23.32,26
-33.6455,151.1754,2012-10-19,304.9,53,20.0,0.0,15.7,0.198,25.76,68
-30.8776,152.2027,2012-10-19,334.7,100,17.6,0.0,17.9,0.244,22.74,58
-30.8791,152.2135,2012-10-19,325.4,99,17.5,0.0,17.9,0.244,22.74,58
-30.8806,152.2244,2012-10-19,395.1,100,17.4,0.0,17.9,0.244,22.74,58
-30.8821,152.2352,2012-10-19,388.5,100,17.5,0.0,17.9,0.244,22.74,58
-30.8836,152.2461,2012-10-19,377.2,100,17.4,0.0,17.9,0.244,22.74,58
-30.899,152.2211,2012-10-19,309.6,78,17.7,0.0,17.9,0.244,22.74,58
-30.885,152.2569,2012-10-19,370.3,100,17.4,0.0,17.9,0.244,22.74,58
-30.8865,152.2678,2012-10-19,376.2,100,17.3,0.0,17.9,0.244,22.74,58
-30.888,152.2787,2012-10-19,369.9,100,17.3,0.0,17.9,0.244,22.74,58
-30.8895,152.2895,2012-10-19,380.7,100,17.2,0.0,17.9,0.244,22.74,58
-30.8883,152.212,2012-10-19,319.8,56,17.9,0.0,17.9,0.244,22.74,58
-30.8898,152.2228,2012-10-19,361.9,100,17.7,0.0,17.9,0.244,22.74,58
-30.8913,152.2336,2012-10-19,350.8,100,17.5,0.0,17.9,0.244,22.74,58
-30.8972,152.2769,2012-10-19,328.1,100,17.2,0.0,17.9,0.244,22.74,58
-30.7187,152.0507,2012-10-19,311.6,45,18.8,0.0,17.2,0.24,22.91,56
-30.7385,152.0579,2012-10-19,318.5,61,18.2,0.2,16.6,0.24,23.95,56
-30.7399,152.0687,2012-10-19,314.8,50,18.5,0.0,17.9,0.24,23.87,56
-30.7476,152.0562,2012-10-19,309.7,45,18.3,0.0,17.9,0.24,23.87,56
-30.8377,152.2546,2012-10-19,328.8,100,18.0,0.0,17.2,0.251,22.91,58
-30.8391,152.2653,2012-10-19,328.4,100,17.7,0.2,16.6,0.251,23.95,58
-30.8406,152.2762,2012-10-19,315.3,63,17.3,0.2,16.6,0.251,23.95,58
-30.8619,152.2945,2012-10-19,336.2,100,17.5,0.0,17.9,0.244,23.99,58
-30.8634,152.3058,2012-10-19,323.9,100,18.0,0.2,16.6,0.244,23.95,58
-30.8652,152.2494,2012-10-19,312.6,19,17.6,0.0,17.9,0.244,23.99,58
-30.8711,152.2929,2012-10-19,348.8,100,17.6,0.0,17.9,0.244,23.99,58
-30.8726,152.3039,2012-10-19,344.9,100,17.6,0.2,16.6,0.244,23.95,58
-30.8627,152.1622,2012-10-19,303.9,46,20.5,0.3,8.7,0.241,23.33,58
-30.8641,152.1725,2012-10-19,308.7,66,19.9,0.0,14.1,0.241,23.37,58
-30.8699,152.2152,2012-10-19,322.7,100,17.6,0.0,17.9,0.244,23.99,58
-30.8714,152.226,2012-10-19,340.9,100,17.5,0.0,17.9,0.244,23.99,58
-30.8729,152.2369,2012-10-19,322.4,96,17.8,0.2,16.6,0.244,23.95,58
-30.8744,152.2477,2012-10-19,326.9,100,17.5,0.0,17.9,0.244,23.99,58
-30.8788,152.2803,2012-10-19,323.2,81,17.4,0.0,17.9,0.244,22.74,58
-30.8803,152.2912,2012-10-19,398.5,100,17.4,0.0,17.9,0.244,22.74,58
-30.8818,152.3021,2012-10-19,357.5,100,17.5,0.0,17.9,0.244,22.74,58
-30.8762,152.1919,2012-10-19,316.4,59,17.5,0.0,17.9,0.244,22.74,58
-34.4598,150.8809,2012-10-19,312.5,85,18.8,0.0,15.5,0.27,25.93,74
-28.5977,145.4136,2012-10-20,334.9,73,30.7,0.0,13.9,0.109,27.83,18
-28.355,149.6104,2012-10-20,328.8,72,29.3,0.0,25.5,0.204,27.08,24
-28.1903,145.7239,2012-10-20,335.0,74,31.2,0.0,16.3,0.094,27.77,19
-28.1918,145.7348,2012-10-20,336.0,76,31.2,0.0,16.3,0.094,27.77,19
-28.6034,148.1387,2012-10-20,330.6,60,30.0,0.0,23.7,0.135,27.07,22
-28.3464,145.6631,2012-10-20,346.6,89,31.3,0.0,16.3,0.039,27.77,18
-28.3557,145.6615,2012-10-20,336.7,77,31.3,0.0,16.3,0.038,27.77,18
-28.5777,145.4059,2012-10-20,339.2,81,30.6,0.0,13.9,0.109,27.83,18
-28.5791,145.4167,2012-10-20,335.1,64,30.6,0.0,13.9,0.109,27.83,18
-28.5806,145.4275,2012-10-20,332.0,45,30.6,0.0,13.9,0.109,27.83,18
-28.582,145.4384,2012-10-20,357.8,98,30.6,0.0,13.9,0.109,27.83,18
-28.5835,145.4492,2012-10-20,349.1,92,30.7,0.0,13.9,0.109,27.83,18
-28.5855,145.3936,2012-10-20,360.8,100,30.7,0.0,13.9,0.109,27.83,18
-28.5869,145.4044,2012-10-20,408.3,100,30.6,0.0,13.9,0.109,27.83,18
-28.5884,145.4152,2012-10-20,355.4,96,30.6,0.0,13.9,0.109,27.83,18
-28.5933,145.3813,2012-10-20,345.5,89,30.7,0.0,13.9,0.109,27.83,18
-28.5947,145.392,2012-10-20,420.2,100,30.7,0.0,13.9,0.109,27.83,18
-28.5962,145.4028,2012-10-20,384.4,100,30.7,0.0,13.9,0.109,27.83,18
-28.5991,145.4244,2012-10-20,335.7,76,30.6,0.0,13.9,0.109,27.83,18
-28.6006,145.4352,2012-10-20,330.7,41,30.6,0.0,13.9,0.109,27.83,18
-28.6133,145.3889,2012-10-20,434.8,100,30.7,0.0,13.9,0.109,27.83,18
-28.6147,145.3997,2012-10-20,376.8,100,30.7,0.0,13.9,0.109,27.83,18
-28.6235,145.4646,2012-10-20,334.1,64,30.9,0.0,13.9,0.106,27.83,17
-28.625,145.4754,2012-10-20,328.3,36,30.9,0.0,13.9,0.106,27.83,17
-28.621,145.3766,2012-10-20,369.0,100,30.8,0.0,13.9,0.109,27.83,18
-28.6225,145.3873,2012-10-20,400.1,100,30.7,0.0,13.9,0.109,27.83,18
-28.624,145.3981,2012-10-20,380.7,100,30.7,0.0,13.9,0.109,27.83,18
-28.6254,145.4089,2012-10-20,329.8,60,30.7,0.0,14.7,0.109,27.9,18
-28.6269,145.4197,2012-10-20,327.7,38,30.6,0.0,14.7,0.109,27.9,18
-28.6303,145.375,2012-10-20,385.5,100,30.7,0.0,14.7,0.109,27.9,18
-28.6318,145.3858,2012-10-20,415.5,100,30.7,0.0,14.7,0.109,27.9,18
-28.6332,145.3965,2012-10-20,417.9,100,30.7,0.0,14.7,0.109,27.9,18
-28.6347,145.4073,2012-10-20,354.0,96,30.7,0.0,14.7,0.109,27.9,18
-28.6395,145.3734,2012-10-20,336.7,78,30.7,0.0,12.1,0.109,27.71,18
-28.641,145.3842,2012-10-20,344.7,88,30.7,0.0,14.7,0.109,27.9,18
-28.6425,145.395,2012-10-20,328.6,53,30.7,0.0,14.7,0.109,27.9,18
-28.644,145.4057,2012-10-20,342.6,85,30.7,0.0,14.7,0.109,27.9,18
-28.6454,145.4165,2012-10-20,344.7,88,30.6,0.0,14.7,0.109,27.9,18
-28.6528,145.4707,2012-10-20,345.8,87,30.4,0.0,14.7,0.046,27.9,18
-28.6543,145.4815,2012-10-20,346.2,89,30.3,0.0,14.7,0.046,27.9,18
-28.6644,145.4401,2012-10-20,327.8,29,30.2,0.0,14.7,0.098,27.9,18
-28.4629,143.7493,2012-10-20,331.5,48,30.7,0.0,21.4,0.024,26.64,15
-28.4645,143.7594,2012-10-20,331.5,50,30.9,0.0,21.4,0.024,26.64,15
-28.4735,143.7578,2012-10-20,339.6,69,30.9,0.0,21.4,0.024,26.64,15
-28.4825,143.7561,2012-10-20,340.0,57,31.0,0.0,21.4,0.024,26.64,15
-28.5413,143.781,2012-10-20,336.4,78,31.3,0.0,21.4,0.024,26.64,15
-28.5457,143.7487,2012-10-20,340.5,73,31.0,0.0,21.4,0.024,26.64,15
-28.5472,143.7589,2012-10-20,343.3,87,31.2,0.0,21.4,0.024,26.64,15
-28.5488,143.7691,2012-10-20,367.2,100,31.3,0.0,21.4,0.024,26.64,15
-28.5503,143.7793,2012-10-20,360.4,100,31.4,0.0,21.4,0.025,26.64,15
-28.5381,143.635,2012-10-20,333.8,54,30.8,0.0,21.4,0.025,26.64,16
-28.5396,143.6452,2012-10-20,343.4,80,30.7,0.0,21.4,0.025,26.64,16
-28.5532,143.7369,2012-10-20,334.8,76,31.1,0.0,21.4,0.025,26.64,15
-28.5547,143.7471,2012-10-20,393.6,100,31.1,0.0,21.4,0.025,26.64,15
-28.5563,143.7573,2012-10-20,415.7,100,31.3,0.0,21.4,0.025,26.64,15
-28.5578,143.7675,2012-10-20,361.5,100,31.4,0.0,21.4,0.025,26.64,15
-28.5471,143.6333,2012-10-20,345.7,89,30.8,0.0,21.4,0.025,26.64,16
-28.5562,143.6944,2012-10-20,336.2,62,31.0,0.0,21.4,0.025,26.64,15
-28.5577,143.7046,2012-10-20,341.4,69,31.1,0.0,21.4,0.025,26.64,15
-28.5592,143.7148,2012-10-20,341.5,68,31.1,0.0,21.4,0.025,26.64,15
-28.5607,143.725,2012-10-20,341.7,69,31.1,0.0,21.4,0.025,26.64,15
-28.5622,143.7352,2012-10-20,397.3,100,31.1,0.0,21.4,0.025,26.64,15
-28.5637,143.7454,2012-10-20,422.9,100,31.1,0.0,21.4,0.025,26.64,15
-28.5653,143.7556,2012-10-20,368.4,100,31.3,0.0,21.4,0.025,26.64,15
-28.5561,143.6316,2012-10-20,339.0,60,30.8,0.0,21.4,0.025,26.64,16
-28.5576,143.6418,2012-10-20,342.5,38,30.8,0.0,21.4,0.025,26.64,16
-28.5591,143.652,2012-10-20,352.3,78,31.0,0.0,21.4,0.025,26.64,15
-28.5667,143.7029,2012-10-20,357.3,92,31.1,0.0,21.4,0.025,26.64,15
-28.5682,143.7131,2012-10-20,378.5,100,31.2,0.0,21.4,0.025,26.64,15
-28.5697,143.7233,2012-10-20,375.8,100,31.2,0.0,21.4,0.025,26.64,15
-28.5712,143.7335,2012-10-20,430.8,100,31.2,0.0,21.4,0.025,26.64,15
-28.5728,143.7437,2012-10-20,392.4,100,31.1,0.0,21.4,0.025,26.64,15
-28.5636,143.6197,2012-10-20,353.3,95,30.8,0.0,20.0,0.025,26.57,16
-28.5651,143.6299,2012-10-20,358.4,99,30.8,0.0,21.4,0.025,26.64,16
-28.5666,143.6401,2012-10-20,363.4,100,30.9,0.0,21.4,0.025,26.64,16
-28.5681,143.6503,2012-10-20,411.3,100,31.1,0.0,21.4,0.025,26.64,15
-28.5697,143.6605,2012-10-20,376.7,100,31.1,0.0,21.4,0.025,26.64,15
-28.5712,143.6707,2012-10-20,378.9,100,31.1,0.0,21.4,0.025,26.64,15
-28.5727,143.6809,2012-10-20,383.2,100,31.1,0.0,21.4,0.025,26.64,15
-28.5742,143.6911,2012-10-20,394.3,100,31.1,0.0,21.4,0.025,26.64,15
-28.5757,143.7013,2012-10-20,397.2,100,31.1,0.0,21.4,0.025,26.64,15
-28.5772,143.7115,2012-10-20,377.5,100,31.2,0.0,21.4,0.025,26.64,15
-28.5787,143.7217,2012-10-20,387.2,100,31.2,0.0,21.4,0.025,26.64,15
-28.5802,143.7319,2012-10-20,332.7,71,31.2,0.0,21.4,0.025,26.64,15
-28.5726,143.618,2012-10-20,336.5,79,30.9,0.0,20.0,0.025,26.57,16
-28.5741,143.6282,2012-10-20,366.3,100,30.9,0.0,21.4,0.025,26.64,16
-28.5756,143.6384,2012-10-20,354.5,96,30.9,0.0,21.4,0.025,26.64,16
-28.5771,143.6486,2012-10-20,348.2,91,30.9,0.0,21.4,0.025,26.64,16
-28.5787,143.6588,2012-10-20,355.4,97,31.1,0.0,21.4,0.025,26.64,15
-28.5802,143.669,2012-10-20,373.0,100,31.2,0.0,21.4,0.025,26.64,15
-28.5817,143.6792,2012-10-20,359.1,99,31.1,0.0,21.4,0.025,26.64,15
-28.5832,143.6894,2012-10-20,399.7,100,31.1,0.0,21.4,0.025,26.64,15
-28.5847,143.6996,2012-10-20,440.9,100,31.1,0.0,21.4,0.025,26.64,15
-28.5862,143.7098,2012-10-20,342.8,86,31.2,0.0,21.4,0.025,26.64,15
-29.132,146.6335,2012-10-20,327.8,50,29.5,0.0,16.6,0.111,27.64,21
-29.242,145.834,2012-10-20,334.3,42,28.7,0.0,10.9,0.04,27.65,22
-30.7377,152.0448,2012-10-20,338.9,87,23.0,0.0,20.9,0.205,28.58,39
-30.74,152.0729,2012-10-20,321.2,38,21.8,0.0,22.0,0.231,28.68,36
-30.752,152.0421,2012-10-20,319.2,26,20.4,0.0,27.4,0.259,28.84,38
-30.7544,152.0713,2012-10-20,330.9,80,20.1,0.0,22.0,0.241,28.68,43
-30.726,152.0423,2012-10-20,316.1,29,22.7,0.0,23.4,0.205,28.72,39
-30.7403,152.0396,2012-10-20,333.6,83,21.9,0.0,22.0,0.231,28.68,36
-30.7423,152.0669,2012-10-20,332.5,82,21.4,0.0,27.4,0.231,28.84,35
-30.7567,152.0652,2012-10-20,326.7,76,20.3,0.0,22.0,0.241,28.68,43
-30.8455,152.2632,2012-10-20,328.4,55,19.8,0.0,23.1,0.241,28.59,43
-30.848,152.2938,2012-10-20,360.4,100,19.2,0.0,27.0,0.241,28.81,43
-30.8626,152.2922,2012-10-20,338.9,87,19.7,0.0,23.1,0.234,28.59,42
-30.8484,152.286,2012-10-20,359.0,99,19.5,0.0,23.1,0.241,28.59,43
-30.869,152.1695,2012-10-20,342.0,90,23.0,0.0,20.9,0.231,28.58,42
-30.8838,152.1712,2012-10-20,337.7,85,23.7,0.0,19.1,0.231,28.3,42
-30.8856,152.1944,2012-10-20,331.2,52,20.1,0.0,22.0,0.234,28.61,42
-30.8877,152.2216,2012-10-20,327.7,32,19.7,0.0,22.0,0.234,28.61,42
-30.9024,152.2207,2012-10-20,327.1,56,19.9,0.0,22.0,0.234,28.61,42
-30.9046,152.2489,2012-10-20,328.1,18,18.9,0.0,22.0,0.234,28.61,42
-30.9069,152.2784,2012-10-20,334.6,84,18.7,0.0,22.0,0.234,28.61,42
-30.9098,152.315,2012-10-20,324.1,62,21.9,0.0,20.2,0.235,28.51,45
-30.9105,152.3083,2012-10-20,328.2,35,21.5,0.0,20.2,0.235,28.51,45
-31.5512,152.0935,2012-10-20,315.1,35,23.7,0.0,19.9,0.219,28.32,41
-31.5543,152.1145,2012-10-20,317.4,52,22.4,0.0,20.5,0.22,28.49,40
-33.6513,151.1869,2012-10-20,351.7,84,19.9,0.0,17.2,0.182,28.07,66
-33.6415,151.1814,2012-10-20,321.2,45,20.6,0.0,17.2,0.188,28.07,64
-33.6556,151.1796,2012-10-20,346.8,94,19.9,0.0,17.2,0.182,28.07,66
-33.6577,151.2083,2012-10-20,324.9,79,20.3,0.0,17.2,0.182,28.07,66
-36.721,142.2091,2012-10-20,314.3,53,15.6,0.0,18.9,0.29,24.95,68
-34.154,142.0287,2012-10-20,319.8,57,19.8,0.0,15.7,0.121,27.15,46
-34.8391,141.1956,2012-10-20,318.0,48,18.1,0.0,18.0,0.081,26.6,54
-34.8464,141.1825,2012-10-20,338.1,86,18.1,0.0,18.0,0.081,26.6,54
-34.8481,141.1936,2012-10-20,346.4,92,18.2,0.0,18.0,0.081,26.6,54
-34.8853,141.2016,2012-10-20,324.5,70,17.9,0.0,17.6,0.105,26.22,55
-34.8944,141.1996,2012-10-20,330.7,79,17.9,0.0,17.6,0.105,26.22,55
-34.9034,141.1976,2012-10-20,323.3,67,17.9,0.0,17.6,0.105,26.22,55
-36.392,143.6202,2012-10-20,323.0,76,16.4,0.0,17.5,0.189,26.14,60
-36.3935,143.6321,2012-10-20,333.3,85,16.3,0.0,17.2,0.189,26.36,60
-30.9075,152.2612,2012-10-20,332.5,76,18.4,0.0,22.0,0.234,28.61,42
-30.8776,152.1574,2012-10-20,350.0,95,25.0,0.0,18.8,0.231,28.24,43
-30.8729,152.2105,2012-10-20,342.3,81,19.5,0.0,27.0,0.234,28.81,42
-30.8925,152.1373,2012-10-20,335.1,85,24.2,0.0,18.8,0.232,28.24,42
-30.8906,152.1589,2012-10-20,351.8,96,24.1,0.0,18.8,0.231,28.24,42
-30.8884,152.1842,2012-10-20,345.6,86,23.4,0.0,19.1,0.231,28.3,42
-30.9055,152.1391,2012-10-20,347.4,93,24.1,0.0,18.8,0.232,28.24,42
-30.9035,152.1613,2012-10-20,386.1,100,23.4,0.0,19.1,0.231,28.3,42
-30.9013,152.1864,2012-10-20,383.6,100,21.0,0.0,23.4,0.241,28.72,43
-30.9184,152.1422,2012-10-20,344.2,89,22.3,0.0,20.2,0.239,28.51,42
